description,from_road,to_road,length_in_meters,delay_in_seconds,Year,Month (number),Day of month,Hour,Minute,rua_name,dupl_from,dupl_to,new_from,new_to
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),880,49,2018,10,18,17,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,380,285,2018,10,18,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,350,229,2018,10,18,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,280,159,2018,10,18,18,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),220,217,2018,10,18,18,0,Avenida da Liberdade,0,0,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),1260,66,2018,10,18,18,0,Avenida João Paulo II,0,0,0,0
slow traffic,Rua do Caires,Rua Feliciano Ramos (N101),330,38,2018,10,18,18,0,Rua do Caires,0,0,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,390,172,2018,10,19,8,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua Costa Gomes,Rua do Caires / Rua Cardoso Avelino,720,221,2018,10,19,8,0,Rua Costa Gomes,0,0,0,0
slow traffic,Avenida João Paulo II,Rua Feliciano Ramos (N101) / Rua Cónego Luciano Afonso dos Santos (N101),520,28,2018,10,19,8,0,Avenida João Paulo II,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua do Bairro Novo,590,217,2018,10,19,8,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua da Estrada Nova / Rua da Universidade,Rua Nova de Santa Cruz,440,746,2018,10,19,8,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,296,2018,10,19,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,164,2018,10,19,16,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,150,2018,10,19,16,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,206,2018,10,19,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,150,2018,10,19,17,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),678,157,2018,10,19,17,0,Avenida Central,1,0,1,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,186,2018,10,19,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,230,2018,10,19,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,214,2018,10,19,17,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,135,2018,10,19,17,0,Avenida Central,0,0,0,1
stationary traffic,Rua 25 De Abril (Avenida 31 De Janeiro),Avenida Central,147,128,2018,10,19,17,0,Avenida Central,0,1,0,1
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,220,2018,10,19,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,266,168,2018,10,19,18,0,Rua Costa Gomes,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,304,2018,10,19,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,183,2018,10,19,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,458,230,2018,10,19,19,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,211,2018,10,20,11,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,184,2018,10,21,15,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,241,2018,10,22,13,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),346,181,2018,10,22,16,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,187,2018,10,22,16,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,152,2018,10,22,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),322,243,2018,10,22,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,131,2018,10,22,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,615,250,2018,10,22,17,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,264,2018,10,22,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,218,2018,10,22,18,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),694,223,2018,10,22,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),147,123,2018,10,22,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,122,2018,10,22,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,240,2018,10,22,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,376,166,2018,10,22,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,330,176,2018,10,22,18,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),322,148,2018,10,22,19,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,132,2018,10,23,8,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,207,2018,10,23,8,0,Avenida Central,1,0,1,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,270,2018,10,23,8,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,264,2018,10,23,11,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,174,2018,10,23,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,189,2018,10,23,17,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),755,258,2018,10,23,17,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),147,136,2018,10,23,17,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,374,2018,10,23,17,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,314,2018,10,23,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),341,161,2018,10,23,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,219,2018,10,23,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,214,2018,10,23,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,322,179,2018,10,23,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,381,159,2018,10,23,18,0,Rua Costa Gomes,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,169,2018,10,23,18,0,Rua Nova de Santa Cruz,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,157,2018,10,24,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,219,2018,10,24,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,327,2018,10,24,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,139,2018,10,24,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,10,24,18,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,180,2018,10,25,8,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,165,2018,10,25,14,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,315,2018,10,25,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,275,2018,10,25,16,0,Avenida da Liberdade,0,0,0,0
queuing traffic,Rua Lusíadas / Rua dos Peões,Avenida João Paulo II,602,169,2018,10,25,16,0,Avenida João Paulo II,0,0,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,498,210,2018,10,25,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,507,2018,10,25,17,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,242,2018,10,25,17,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,197,2018,10,25,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,155,2018,10,25,17,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,313,2018,10,25,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,279,2018,10,25,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),638,311,2018,10,25,18,0,Avenida Central,1,0,1,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,135,2018,10,25,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Braga-Circular (São Vítor) (N103),Rua Nova de Santa Cruz,498,184,2018,10,26,8,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,213,2018,10,26,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,208,2018,10,26,17,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,506,2018,10,26,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,219,2018,10,27,11,0,Avenida Central,0,0,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),147,159,2018,10,27,11,0,Avenida Central,1,1,1,1
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,297,2018,10,29,10,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,274,2018,10,29,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,175,2018,10,29,17,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,188,2018,10,29,17,0,Avenida Central,1,0,1,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,131,2018,10,29,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,215,2018,10,29,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,10,29,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,145,2018,10,29,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),147,159,2018,10,29,19,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,124,2018,10,30,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,348,287,2018,10,30,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,214,2018,10,30,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,165,2018,10,30,14,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),206,179,2018,10,30,15,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,181,2018,10,30,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,124,2018,10,30,17,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,175,2018,10,30,18,0,Avenida Padre Júlio Fragata,0,0,0,1
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,153,2018,10,30,18,0,Avenida Padre Júlio Fragata,0,1,0,1
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,263,2018,10,30,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,173,2018,10,30,19,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,162,2018,10,30,19,0,Avenida Central,1,0,1,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,265,2018,10,30,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,200,2018,10,30,19,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,352,306,2018,10,30,19,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,225,2018,10,31,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,157,2018,10,31,9,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,385,441,2018,10,31,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,211,2018,10,31,10,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,208,2018,10,31,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,359,2018,10,31,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,610,2018,10,31,16,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,166,2018,10,31,17,0,Avenida Central,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,142,2018,10,31,18,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,390,2018,10,31,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,189,2018,10,31,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,135,2018,10,31,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,341,290,2018,10,31,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,205,2018,10,31,19,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,182,2018,11,2,8,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,185,2018,11,2,9,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,146,2018,11,2,9,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2018,11,2,10,0,Avenida Central,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,238,2018,11,2,10,0,Avenida da Liberdade,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,165,2018,11,2,14,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,204,2018,11,2,15,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,241,2018,11,2,16,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,233,2018,11,2,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,153,2018,11,2,17,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,287,2018,11,2,18,0,Avenida Central,0,0,1,0
stationary traffic,Avenida Central,N103 (N101),381,139,2018,11,2,18,0,Avenida Central,1,0,1,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,288,2018,11,2,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,300,2018,11,2,18,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,178,2018,11,2,18,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Cm1327 (N201),Rua Costa Gomes,262,252,2018,11,2,19,0,Rua Costa Gomes,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,271,2018,11,2,19,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,265,2018,11,3,11,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),304,302,2018,11,3,12,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,202,2018,11,3,13,0,Avenida Central,0,0,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,132,2018,11,4,15,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,161,2018,11,4,16,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,121,2018,11,4,16,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,674,152,2018,11,5,8,0,Avenida Padre Júlio Fragata,0,0,0,0
stationary traffic,Estrada da Variante de Real / Rua da Cotorela,Rua Costa Gomes,208,149,2018,11,5,9,0,Rua Costa Gomes,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,371,2018,11,5,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Rua Nova de Santa Cruz,Braga-Circular (São Vítor) (N103),615,192,2018,11,5,9,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,487,2018,11,5,9,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,133,2018,11,5,9,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,142,2018,11,5,10,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,205,2018,11,5,14,0,Avenida Central,0,0,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,221,2018,11,5,16,0,Avenida Central,0,0,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,214,2018,11,5,17,0,Avenida Central,0,0,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,183,2018,11,5,17,0,Avenida Central,0,0,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,126,2018,11,5,18,0,Avenida Padre Júlio Fragata,0,0,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,125,2018,11,5,18,0,Avenida Central,0,0,1,0
queuing traffic,Avenida Central,N103 (N101),615,185,2018,11,5,18,0,Avenida Central,1,0,1,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,132,2018,11,5,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,281,2018,11,5,18,0,Avenida da Liberdade,0,0,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,397,2018,11,5,18,0,Avenida Central,0,0,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,269,177,2018,11,5,18,0,Rua Nova de Santa Cruz,0,0,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,313,125,2018,11,5,19,0,Avenida Central,0,0,0,0
