Mes,Dia,Ano,Hora,Minutos,Dia da semana,free_flow_distance,total_time,total_speed,length_in_meters,delay_in_seconds,incidente,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,no_rain,chuva_fraca,chuva,chuva_trovoada,chuva_intensa,diif_ranker
7,27,2018,13,0,6,2529.667,60.0,41.686,0.0,0.0,0.0,23.0,1015.0,49.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,7.981
7,27,2018,14,0,6,2529.667,48.0,44.95,0.0,0.0,0.0,21.0,1016.0,77.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,4.717
7,27,2018,15,0,6,2529.667,59.333,37.105,0.0,0.0,0.0,21.0,1016.0,77.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,12.562
7,27,2018,16,0,6,2529.667,60.0,37.942,0.0,0.0,0.0,21.0,1016.0,73.0,6.0,20.0,1.0,0.0,0.0,0.0,0.0,11.724
7,27,2018,17,0,6,2529.667,73.0,30.284,0.0,0.0,0.0,22.0,1016.0,68.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,19.383
7,27,2018,18,0,6,2529.667,120.667,21.934,0.0,0.0,0.0,21.0,1016.0,68.0,5.0,20.0,1.0,0.0,0.0,0.0,0.0,27.733
7,27,2018,19,0,6,2529.667,88.333,32.721,0.0,0.0,0.0,19.0,1016.0,77.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,16.945
7,27,2018,20,0,6,2529.667,44.0,48.367,0.0,0.0,0.0,19.0,1017.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3
7,27,2018,21,0,6,2529.667,44.333,49.141,0.0,0.0,0.0,17.0,1017.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.525
7,27,2018,22,0,6,2529.667,44.667,48.643,0.0,0.0,0.0,17.0,1017.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.024
7,27,2018,23,0,6,2529.667,45.333,48.038,0.0,0.0,0.0,16.0,1017.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.629
8,1,2018,10,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1017.0,69.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,11,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,24.0,1016.0,64.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,12,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,24.0,1016.0,60.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,13,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1015.0,57.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,14,0,4,2544.0,48.667,45.951,0.0,0.0,0.0,27.0,1015.0,54.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.716
8,1,2018,15,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,27.0,1014.0,51.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,16,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,27.0,1014.0,47.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,17,0,4,2544.0,61.667,38.021,0.0,0.0,0.0,28.0,1014.0,45.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,11.646
8,1,2018,18,0,4,2544.0,105.667,25.336,233.333,109.333,0.667,26.0,1013.0,57.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,24.331
8,1,2018,19,0,4,2544.0,74.667,34.515,116.667,6.333,0.333,25.0,1013.0,61.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,15.152
8,1,2018,20,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,23.0,1013.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,21,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,22.0,1013.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,1,2018,22,0,4,2544.0,55.0,43.313,0.0,0.0,0.0,20.0,1013.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.353
8,1,2018,23,0,4,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1013.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,0,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1013.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,1,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,20.0,1013.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,2,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,21.0,1013.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,3,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,19.0,1013.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,4,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,19.0,1013.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,5,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,18.0,1013.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,6,0,5,2529.667,43.667,49.667,0.0,0.0,0.0,18.0,1013.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,7,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,25.0,1013.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2,2018,8,0,5,2529.667,67.333,34.535,0.0,0.0,0.0,28.0,1014.0,65.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.132
8,2,2018,9,0,5,2529.667,47.667,46.294,0.0,0.0,0.0,31.0,1014.0,43.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.373
8,2,2018,10,0,5,2544.0,46.0,44.467,0.0,0.0,0.0,27.0,1014.0,65.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2
8,2,2018,11,0,5,2544.0,44.0,49.667,0.0,0.0,0.0,28.0,1014.0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
