Atual,Previsao
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
22.875,22.74085
0.0,-0.17958839
16.552,17.042572
25.0,25.14358
27.111,26.75777
0.0,-0.17961386
0.0,-0.17959931
0.0,-0.17959568
0.0,-0.17959203
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
26.143,25.4558
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
18.0,18.042469
15.815000000000001,15.061622
13.332999999999998,13.44332
0.0,-0.17957385
14.999999999999998,15.485115
21.645,20.876846
39.0,40.34065
0.0,-0.18984757
0.0,-0.17959568
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
20.625,20.763533
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
13.332999999999998,13.454194
0.0,-0.17958112
0.0,-0.17958112
15.815000000000001,15.552846
22.875,22.293186
19.355,19.402359
25.118000000000002,24.757076
0.0,-0.17959568
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
28.895,28.69813
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
43.571000000000005,43.404636
36.102,36.180347
14.999999999999998,15.635872
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
44.051,44.227264
15.815000000000001,15.488115
0.0,-0.17959203
0.0,-0.17959203
13.846,13.872773
13.332999999999998,13.095214
0.0,-0.17957748
16.552,16.884027
0.0,-0.17958112
37.686,36.925865
48.113,45.270077
39.966,41.265327
0.0,-0.19576816
0.0,-0.17956294
0.0,-0.17958112
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
24.03,23.697273
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
11.538,11.52905
18.930999999999997,18.35381
18.930999999999997,18.527792
34.286,34.342518
38.275999999999996,38.362343
14.999999999999998,15.464921
0.0,-0.17958476
26.143,25.90006
0.0,-0.17958476
0.0,-0.17959203
0.0,-0.17959568
0.0,-0.17959568
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
14.077,13.665149
29.268,29.129316
0.0,-0.17959203
0.0,-0.17959203
21.645,21.423187
0.0,-0.17959568
0.0,-0.17959203
41.635,40.73611
0.0,-0.1899094
31.951999999999998,31.690228
15.815000000000001,15.347631
0.0,-0.17959931
0.0,-0.17959931
0.0,-0.17959568
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
24.03,23.77976
0.0,-0.17958839
18.930999999999997,18.911541
0.0,-0.17959203
13.332999999999998,14.028206
0.0,-0.17959203
17.429000000000002,17.350351
16.552,16.62867
0.0,-0.17959203
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
31.244000000000003,31.04106
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958476
46.357,45.22444
0.0,-0.20723836
0.0,-0.17959203
0.0,-0.17959203
19.355,19.516453
36.102,35.535404
11.538,12.428174
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
25.118000000000002,24.56948
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
13.332999999999998,13.566125
38.275999999999996,38.796288
42.791000000000004,44.093937
0.0,-0.20664921
14.077,13.522404
13.332999999999998,12.972761
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
31.244000000000003,31.175364
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
2.904999999999998,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
14.077,13.864896
33.273,32.70077
20.625,20.923235
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
37.981,37.539696
0.0,-0.17974842
0.0,-0.17959203
15.815000000000001,15.524092
0.0,-0.17959203
0.0,-0.17958839
12.2,11.825592
0.0,-0.17958476
0.0,-0.17958476
15.815000000000001,15.4184
26.143,25.411411
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
18.930999999999997,18.503695
0.0,-0.17958112
21.645,21.855234
0.0,-0.17958839
0.0,-0.17959203
0.0,-0.17958476
15.555999999999997,15.613866
0.0,-0.17958476
25.0,24.899319
44.286,44.7109
41.3,43.92448
19.355,20.128878
0.0,-0.17955567
0.0,-0.17958476
22.941,22.913813
0.0,-0.17959203
0.0,-0.17959931
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
15.815000000000001,15.523299
13.332999999999998,13.479113
27.111,26.66111
28.026999999999997,27.607845
16.552,16.683506
24.03,23.700632
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
17.429000000000002,17.042553
11.538,11.574789
0.0,-0.17957748
24.03,23.933947
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
25.0,24.938522
0.0,-0.17959203
0.0,-0.17958839
22.941,23.07147
22.875,22.071856
0.0,-0.17959568
11.538,11.886216
0.0,-0.17959203
0.0,-0.17958476
35.294000000000004,35.32887
40.621,40.0365
0.0,-0.18876748
30.0,30.608334
0.0,-0.17959203
14.999999999999998,15.353677
0.0,-0.17960295
0.0,-0.17959931
0.0,-0.17959931
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
28.895,28.180206
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
11.538,11.581339
0.0,-0.17958476
14.077,14.071891
11.538,11.571287
21.818,21.656551
33.273,32.886845
33.273,33.416744
0.0,-0.17959931
0.0,-0.17959931
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
27.111,26.519283
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958112
33.191,33.024647
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958839
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
29.718000000000004,29.633755
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17958839
16.552,16.675976
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
0.0,-0.17958476
45.385,45.15177
41.3,43.591522
0.0,-0.20632918
0.0,-0.17959203
0.0,-0.17959203
0.0,-0.17959203
