Mes,Dia,Ano,Hora,Minutos,Dia da semana,free_flow_distance,total_time,total_speed,length_in_meters,delay_in_seconds,incidente,temperature,atmospheric_pressure,humidity,wind_speed,cloudiness,no_rain,chuva_fraca,chuva,chuva_trovoada,chuva_intensa,diif_ranker
8.0,3.0,2018.0,15.0,0.0,6.0,5561.0,83.0,67.0,0.0,0.0,0.0,30.0,1016.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,2018.0,16.0,0.0,6.0,5561.0,105.0,52.962,0.0,0.0,0.0,30.0,1016.0,51.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,14.038
8.0,3.0,2018.0,17.0,0.0,6.0,5561.0,109.0,51.018,0.0,0.0,0.0,31.0,1016.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.982
8.0,3.0,2018.0,18.0,0.0,6.0,5561.0,147.0,37.83,0.0,0.0,0.0,24.0,1016.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,29.17
8.0,3.0,2018.0,19.0,0.0,6.0,5561.0,107.0,51.972,0.0,0.0,0.0,24.0,1016.0,73.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,15.028
8.0,3.0,2018.0,20.0,0.0,6.0,5561.0,83.0,67.0,0.0,0.0,0.0,23.0,1016.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,2018.0,21.0,0.0,6.0,5561.0,83.0,67.0,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,2018.0,22.0,0.0,6.0,5561.0,83.0,67.0,0.0,0.0,0.0,21.0,1017.0,83.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,3.0,2018.0,23.0,0.0,6.0,5561.0,83.0,67.0,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,0.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,21.0,1016.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,1.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,22.0,1016.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,2.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,21.0,1016.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,3.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,22.0,1016.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,4.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,23.0,1016.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,5.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,22.0,1016.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,4.0,2018.0,6.0,0.0,7.0,5561.0,83.0,67.0,0.0,0.0,0.0,25.0,1016.0,69.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
