Atual,Previsao
550.6933418016303,540.5249633789062
0.0,5.219086647033691
0.0,-1.922215223312378
0.0,-4.194112777709961
0.0,-3.0579721927642822
0.0,-3.0922353267669678
0.0,-4.334002494812012
0.0,-2.9523122310638428
0.0,-3.1288015842437744
0.0,-4.363459587097168
0.0,-2.7995216846466064
0.0,-2.7606022357940674
0.0,-4.305163383483887
0.0,-2.735985517501831
0.0,-3.2844460010528564
0.0,-4.3388261795043945
0.0,-2.6947295665740967
0.0,-3.039296865463257
0.0,-4.2442474365234375
0.0,-2.7350175380706787
0.0,-3.202434778213501
0.0,-4.306916236877441
0.0,-2.6899898052215576
0.0,-2.8596365451812744
0.0,-4.346536636352539
0.0,-2.9479563236236572
0.0,-3.5042941570281982
0.0,-4.50924015045166
0.0,-2.950676679611206
0.0,-3.1925547122955322
0.0,-4.354447364807129
0.0,-2.8562986850738525
0.0,-3.104602098464966
0.0,-4.299722671508789
0.0,-2.620195150375366
0.0,-2.903846502304077
0.0,-4.168595314025879
0.0,-2.4061381816864014
0.0,-2.624918222427368
0.0,-3.9944255352020264
0.0,-2.079862356185913
0.0,-2.3904836177825928
430.6704339730699,435.6180419921875
0.0,5.549016952514648
0.0,-0.8921182155609131
0.0,-3.481196165084839
0.0,-1.6888654232025146
564.8136838991079,573.6044921875
559.8715641649908,569.4639282226562
0.0,7.717791557312012
1025.8013229638211,1068.1954345703125
671.8458769979889,670.601806640625
0.0,7.804242134094238
1089.9930282556406,1131.172119140625
671.8458769979889,663.9273071289062
554.4153858936844,599.0018920898438
564.8136838991079,590.6762084960938
489.5051927125603,504.55194091796875
0.0,5.972141265869141
0.0,-1.2417757511138916
722.4149215032137,719.3785400390625
0.0,5.876561164855957
0.0,-0.8023965358734131
0.0,-3.7242257595062256
223.46976189051654,220.7988739013672
0.0,1.61781907081604
617.7893121820589,617.4303588867188
0.0,4.988156318664551
0.0,-1.8432915210723877
0.0,-4.097214698791504
0.0,-2.975393533706665
0.0,-3.2527363300323486
0.0,-4.361306190490723
0.0,-3.000410795211792
0.0,-3.7328040599823
1001.8754306110361,1004.2060546875
0.0,4.62464714050293
0.0,-1.6736781597137451
0.0,-4.366096496582031
0.0,-3.3833134174346924
0.0,-3.392409086227417
0.0,-4.4958391189575195
0.0,-3.1360113620758057
0.0,-3.5694658756256104
0.0,-4.650515556335449
0.0,-3.4155571460723877
0.0,-3.7600576877593994
0.0,-4.71281623840332
0.0,-3.4378206729888916
0.0,-3.5995399951934814
0.0,-4.665736198425293
0.0,-3.2876169681549072
0.0,-3.6219871044158936
0.0,-4.61968994140625
0.0,-3.3355987071990967
0.0,-3.666013479232788
0.0,-4.697312355041504
0.0,-3.460451364517212
0.0,-3.6996424198150635
0.0,-4.697261810302734
0.0,-3.3478987216949463
0.0,-3.602660894393921
0.0,-4.647778511047363
0.0,-3.3935606479644775
0.0,-3.4910929203033447
0.0,-4.574161529541016
0.0,-3.1129133701324463
0.0,-3.0084216594696045
0.0,-4.339159965515137
0.0,-2.7102839946746826
0.0,-2.8237879276275635
0.0,-4.1297760009765625
0.0,-2.459644079208374
0.0,-2.7688467502593994
0.0,-4.133130073547363
0.0,-2.4618303775787354
0.0,-2.818046808242798
0.0,-3.975132703781128
0.0,-2.1517932415008545
390.49164236842876,416.10101318359375
0.0,2.4673211574554443
0.0,-0.13776183128356934
909.0810721804689,917.09765625
0.0,4.212637901306152
0.0,0.29013514518737793
957.7275509593569,986.9635620117188
617.7893121820589,612.2637329101562
0.0,7.297204971313477
564.8136838991079,585.7825927734375
933.1192736083177,956.6603393554688
0.0,7.177458763122559
0.0,-1.1345303058624268
497.6636125911029,491.0400695800781
0.0,4.431367874145508
0.0,-1.6850268840789795
0.0,-4.08863639831543
0.0,-2.940162420272827
0.0,-3.393293619155884
0.0,-4.445420265197754
0.0,-3.1029164791107178
0.0,-3.5342013835906982
0.0,-4.562779426574707
372.63582795243644,404.5251770019531
0.0,3.0107247829437256
0.0,-3.2783377170562744
0.0,-2.8164446353912354
0.0,-3.2301723957061768
0.0,-4.355765342712402
0.0,-2.7374041080474854
0.0,-3.260880708694458
0.0,-4.427228927612305
0.0,-3.160444498062134
0.0,-3.453575372695923
0.0,-4.509624481201172
0.0,-3.0139458179473877
0.0,-3.183242082595825
0.0,-4.3604888916015625
0.0,-2.8262078762054443
0.0,-3.297346830368042
0.0,-4.395336151123047
0.0,-3.0378949642181396
0.0,-3.3554089069366455
0.0,-4.449258804321289
0.0,-2.9884445667266846
0.0,-3.336583375930786
0.0,-4.4512786865234375
0.0,-3.0529987812042236
0.0,-3.3419573307037354
0.0,-4.438728332519531
0.0,-2.9834377765655518
0.0,-3.191770315170288
0.0,-4.374791145324707
0.0,-2.8419291973114014
0.0,-3.271244764328003
0.0,-4.325057029724121
328.4608807905582,373.9687194824219
0.0,3.580681085586548
0.0,-2.933303117752075
292.2633944724992,336.61822509765625
0.0,2.840660810470581
0.0,-2.940295934677124
255.23001914550446,282.6751403808594
0.0,2.304283380508423
0.0,-2.9925668239593506
255.3105514932177,288.5608215332031
293.70311562753614,340.32928466796875
0.0,1.8397533893585205
439.82406867606153,477.42236328125
390.49164236842876,424.3866271972656
0.0,3.382962942123413
218.2656715451211,236.45066833496094
390.49164236842876,424.6829528808594
489.5051927125603,498.0498962402344
292.2633944724992,351.67218017578125
550.6933418016303,564.6871337890625
516.8045207676838,519.7193603515625
293.70311562753614,345.4751281738281
613.6297237218166,623.7986450195312
607.6616185397298,608.4315185546875
365.391006276269,411.2113342285156
912.1740994970594,950.6847534179688
1286.5133814855105,1303.035888671875
404.45708381110416,425.79278564453125
1188.3382638877279,1206.2767333984375
1325.4102335334476,1359.951416015625
404.45708381110416,432.8672790527344
477.26756289474616,503.7706298828125
746.4954188866544,746.5328369140625
292.2633944724992,324.89361572265625
0.0,2.912858724594116
0.0,-3.2312238216400146
0.0,-2.7268731594085693
0.0,-3.151766061782837
0.0,-4.342547416687012
292.2633944724992,327.3883361816406
0.0,1.5952050685882568
0.0,-3.485802412033081
0.0,-2.7902257442474365
0.0,-3.3326780796051025
0.0,-4.436641693115234
0.0,-2.966364622116089
0.0,-3.40798020362854
0.0,-4.524327278137207
0.0,-3.0685365200042725
0.0,-3.4849345684051514
0.0,-4.544805526733398
0.0,-3.1019651889801025
0.0,-3.418794870376587
0.0,-4.510875701904297
0.0,-2.9826033115386963
0.0,-3.3769214153289795
0.0,-4.497474670410156
0.0,-3.0233585834503174
0.0,-3.5115039348602295
0.0,-4.501262664794922
0.0,-3.0573713779449463
0.0,-3.40232253074646
0.0,-4.529518127441406
0.0,-3.201833963394165
0.0,-3.196159601211548
0.0,-4.491900444030762
0.0,-2.863374948501587
0.0,-3.2401692867279053
0.0,-4.442082405090332
0.0,-2.8972041606903076
0.0,-2.1129238605499268
660.8320101619563,646.65966796875
0.0,5.6146392822265625
0.0,0.45252203941345215
0.0,-2.748619318008423
330.64403545025425,376.38446044921875
489.50519271256013,511.2760314941406
0.0,4.443768501281738
0.0,0.012775659561157227
293.70311562753614,321.3268737792969
0.0,0.7947027683258057
255.23001914550446,302.19580078125
0.0,2.453385591506958
0.0,-2.933570146560669
586.8582776811403,617.043701171875
0.0,5.357690811157227
489.5051927125603,521.51806640625
551.2854851799115,581.5230712890625
0.0,5.740760803222656
0.0,-1.6028320789337158
365.391006276269,414.382080078125
390.49164236842876,426.50823974609375
0.0,3.257092237472534
330.64403545025425,391.4386901855469
629.3638192018631,634.8612670898438
639.853216188561,644.594970703125
439.82406867606153,486.7925109863281
0.0,5.502954483032227
516.8045207676838,527.4135131835938
699.1737991474625,726.3757934570312
685.3072697975844,693.8588256835938
1147.0539363380299,1200.7235107421875
478.12135102157043,498.3958435058594
400.5042485830038,429.7140197753906
0.0,3.575190305709839
734.6221849939366,782.260009765625
0.0,4.706524848937988
0.0,-2.3225748538970947
0.0,-2.1207845211029053
0.0,-3.1546366214752197
0.0,-4.188188552856445
0.0,-2.600184679031372
0.0,-3.5017073154449463
0.0,-4.583925247192383
0.0,-3.4158074855804443
0.0,-3.3833301067352295
